old_url,new_path,decision,redirect_execution,old_document
https://yttop.co.kr/,/,map_after_target_approved,not_implemented_requires_old_host,research/2026-09-11-yttop/pages/p-db394c63d966.md
https://yttop.co.kr/MAIN2,/,map_after_target_approved,not_implemented_requires_old_host,research/2026-09-11-yttop/pages/p-dab6796f2417.md
https://yttop.co.kr/home,/,map_after_target_approved,not_implemented_requires_old_host,research/2026-09-11-yttop/pages/p-874ff0dc9266.md
https://yttop.co.kr/16,/about/,map_after_target_approved,not_implemented_requires_old_host,research/2026-09-11-yttop/pages/p-e006238f837b.md
https://yttop.co.kr/17,/checkups/,map_after_target_approved,not_implemented_requires_old_host,research/2026-09-11-yttop/pages/p-640475d9a6fa.md
https://yttop.co.kr/18,/services/heart/,map_after_target_approved,not_implemented_requires_old_host,research/2026-09-11-yttop/pages/p-cc6a8782fb53.md
https://yttop.co.kr/20,/conditions/,map_after_target_approved,not_implemented_requires_old_host,research/2026-09-11-yttop/pages/p-d8536f70a71b.md
https://yttop.co.kr/21,/cases/,map_after_target_approved,not_implemented_requires_old_host,research/2026-09-11-yttop/pages/p-9c5ede93048d.md
https://yttop.co.kr/23,/services/heart/echocardiography/,map_after_target_approved,not_implemented_requires_old_host,research/2026-09-11-yttop/pages/p-ac95c5ac1753.md
https://yttop.co.kr/24,/services/ultrasound/,map_after_target_approved,not_implemented_requires_old_host,research/2026-09-11-yttop/pages/p-0d2f9d9a903c.md
https://yttop.co.kr/25,/services/ultrasound/abdomen/,map_after_target_approved,not_implemented_requires_old_host,research/2026-09-11-yttop/pages/p-c32f23abb056.md
